plot,month,year,species,cover,height,phenology,remarks
F7P1,May,2019,Teucrium chamaedrys,2b,8,v,
F7P2,May,2019,Acinos arvensis,+,5,v,
F7P2,May,2019,Arenaria serpyllifolia,+,5,fr,
F7P2,May,2019,Arrhenatherum elatius,r,10,v,
F7P2,May,2019,Dianthus pontederae,+,5,v,
F7P2,May,2019,Echium vulgare,1,7,v,
F7P2,May,2019,Erodium cicutarium,1,8,fl,
F7P2,May,2019,Lepidium campestre,2b,5,fl,
F7P2,May,2019,Medicago minima,1,5,fl,
F7P2,May,2019,Melica ciliata,+,5,v,
F7P2,May,2019,Sedum album,+,6,v,
F7P2,May,2019,Teucrium chamaedrys,2b,10,v,
F7P3,May,2019,Allium flavum,r,5,v,
F7P3,May,2019,Alyssum alyssoides,r,8,fr,
F7P3,May,2019,Arenaria serpyllifolia,2a,5,fl,
F7P3,May,2019,Arrhenatherum elatius,+,12,v,
F7P3,May,2019,Buglossoides incrassata,r,8,fr,0
F7P3,May,2019,Echium vulgare,2b,10,v,0
F7P3,May,2019,Erodium cicutarium,+,5,fl,
F7P3,May,2019,Festuca valesiaca,+,15,fl,
F7P3,May,2019,Galium glaucum,r,3,v,
F7P3,May,2019,Geranium pusillum,+,7,fr,
F7P3,May,2019,Hesperis tristis ,1,15,v,
F7P3,May,2019,Lepidium campestre,1,5,fl,
F7P3,May,2019,Medicago minima,3,7,fr,
F7P3,May,2019,Melica ciliata,1,13,v,
F7P3,May,2019,Phleum phleoides,r,3,v,
F7P3,May,2019,Potentilla incana,2b,5,fr,
F7P3,May,2019,Teucrium chamaedrys,1,5,v,
F7P3,May,2019,Verbascum lychnitis,1,10,v,
F7P4,May,2019,Arenaria serpyllifolia,+,5,v,
F7P4,May,2019,Arrhenatherum elatius,+,12,v,
F7P4,May,2019,Bromus japonicus,+,15,fl,
F7P4,May,2019,Buglossoides incrassata,+,15,fr,
F7P4,May,2019,Echium vulgare,2a,15,v,0
F7P4,May,2019,Erodium cicutarium,1,10,fl,
F7P4,May,2019,Geranium pusillum,r,5,fr,
F7P4,May,2019,Lepidium campestre,2b,15,fl,
F7P4,May,2019,Medicago minima,3,8,fr,
F7P4,May,2019,Sedum album,r,1,v,
F7P4,May,2019,Teucrium chamaedrys,2b,7,v,
F7P4,May,2019,Trifolium arvense,+,10,v,
F7P5,May,2019,Acinos arvensis,+,6,v,
F7P5,May,2019,Alyssum montanum subsp. gmelinii,r,6,fl,
F7P5,May,2019,Bromus sp.,+,12,fl,
F7P5,May,2019,Dianthus pontederae,+,5,v,
F7P5,May,2019,Echium vulgare,2a,10,v,0
F7P5,May,2019,Erodium cicutarium,+,2,fr,
F7P5,May,2019,Galium glaucum,+,5,v,
F7P5,May,2019,Lepidium campestre,1,10,fr,
F7P5,May,2019,Medicago minima,2a,5,fr,
F7P5,May,2019,Melica ciliata,r,7,v,
F7P5,May,2019,Potentilla incana,2a,5,v,
F7P5,May,2019,Sedum album,+,4,v,
F7P5,May,2019,Teucrium chamaedrys,1,5,v,
F7P5,May,2019,Verbascum lychnitis,r,1,s,
F7P5,May,2019,Veronica arvensis,r,3,fl,
F7P6,May,2019,Acinos arvensis,+,5,v,
F7P6,May,2019,Arenaria serpyllifolia,+,5,fr,
F7P6,May,2019,Arrhenatherum elatius,+,10,v,
F7P6,May,2019,Bromus japonicus,+,15,fl,
F7P6,May,2019,Buglossoides incrassata,+,6,fr,
F7P6,May,2019,Centaurea stoebe,r,4,v,
F7P6,May,2019,Cerastium sp.,+,3,fr,
F7P6,May,2019,Echium vulgare,1,5,v,0
F7P6,May,2019,Erodium cicutarium,1,5,fl,
F7P6,May,2019,Lepidium campestre,+,10,fr,
F7P6,May,2019,Medicago minima,4,8,fr,
F7P6,May,2019,Minuartia rubra,+,7,v,
F7P6,May,2019,Sedum album,1,3,v,
F7P6,May,2019,Teucrium chamaedrys,2a,5,v,
F1P1,June,2019,Acinos arvensis,+,14,fr,
F1P1,June,2019,Arenaria serpyllifolia,2a,7,fr,
F1P1,June,2019,Echium vulgare,1,35,fl,0
F1P1,June,2019,Festuca valesiaca,1,12,v,
F1P1,June,2019,Medicago minima,1,10,fr,
F1P1,June,2019,Potentilla incana,1,7,v,
F1P1,June,2019,Teucrium chamaedrys,2a,7,fl,
F1P1,June,2019,Trifolium arvense,1,17,fl,
F1P1,June,2019,Verbascum lychnitis,2a,14,v,
F1P2,June,2019,Alyssum alyssoides,+,8,fr,
F1P2,June,2019,Arenaria serpyllifolia,+,7,fr,
F1P2,June,2019,Arrhenatherum elatius,r,5,v,
F1P2,June,2019,Artemisia absinthium,2a,75,post fl,
F1P2,June,2019,Echium vulgare,2a,55,fl,0
F1P2,June,2019,Festuca valesiaca,+,15,v,
F1P2,June,2019,Geranium pusillum,+,12,fr,
F1P2,June,2019,Teucrium chamaedrys,2a,10,fl,
F1P2,June,2019,Trifolium arvense,+,25,fl,
F1P2,June,2019,Verbascum lychnitis,2a,7,v,
F1P3,June,2019,Arrhenatherum elatius,+,70,fr,
F1P3,June,2019,Carex praecox,+,20,v,
F1P3,June,2019,Convolvulus arvensis,+,10,v,
F1P3,June,2019,Echium vulgare,2a,75,fl,0
F1P3,June,2019,Elymus hispidus,+,60,fl,
F1P3,June,2019,Festuca valesiaca,+,10,v,
F1P3,June,2019,Geranium pusillum,+,10,fr,
F1P3,June,2019,Teucrium chamaedrys,2a,15,fl,
F1P3,June,2019,Trifolium arvense,r,8,v,
F1P3,June,2019,Viola saxatilis,+,15,fl,remarks on last survey
F1P4,June,2019,Anthriscus cerefolium,+,15,fr,
F1P4,June,2019,Arenaria serpyllifolia,+,5,fr,
F1P4,June,2019,Arrhenatherum elatius,+,15,v,
F1P4,June,2019,Carex praecox,1,12,v,
F1P4,June,2019,Carex supina,+,8,v,(sect 4)
F1P4,June,2019,Convolvulus arvensis,+,3,v,
F1P4,June,2019,Echium vulgare,2a,80,fl,0
F1P4,June,2019,Elymus hispidus,1,60,fr,
F1P4,June,2019,Geranium pusillum,+,15,fr,
F1P4,June,2019,Teucrium chamaedrys,2a,12,fl,
F1P4,June,2019,Trifolium arvense,1,25,fl,
F1P4,June,2019,Trifolium campestre,+,15,fr,
F1P5,June,2019,Arenaria serpyllifolia,1,8,fr,
F1P5,June,2019,Artemisia campestris,2a,45,v,
F1P5,June,2019,Carex praecox,1,20,v,
F1P5,June,2019,Echium vulgare,2a,78,fl,0
F1P5,June,2019,Elymus hispidus,+,68,fl,
F1P5,June,2019,Medicago minima,1,7,fr,
F1P5,June,2019,Phleum phleoides,+,40,fr,
F1P5,June,2019,Teucrium chamaedrys,3,15,fl,
F1P5,June,2019,Trifolium arvense,1,28,fl,
F1P6,June,2019,Acinos arvensis,+,23,fr,
F1P6,June,2019,Arenaria serpyllifolia,+,8,fr,
F1P6,June,2019,Artemisia absinthium,2b,42,v,
F1P6,June,2019,Convolvulus arvensis,+,20,v,
F1P6,June,2019,Echium vulgare,3,75,fr,0
F1P6,June,2019,Medicago minima,1,8,fr,
F1P6,June,2019,Poa angustifolia,1,24,v,
F1P6,June,2019,Teucrium chamaedrys,2a,12,fl,
F1P6,June,2019,Trifolium arvense,+,12,fl,
F2P1,June,2019,Acinos arvensis,+,7,v,
F2P1,June,2019,Arenaria serpyllifolia,1,12,fr,
F2P1,June,2019,Bromus japonicus,+,32,fr,
F2P1,June,2019,Echium vulgare,2a,15,v,0
F2P1,June,2019,Lotus corniculatus,+,21,fr,
F2P1,June,2019,Medicago minima,1,10,fr,
F2P1,June,2019,Melica ciliata,2a,45,fl,
F2P1,June,2019,Phleum phleoides,+,5,v,
F2P1,June,2019,Potentilla incana,3,4,v,
F2P1,June,2019,Sedum album,+,22,fl,
F2P1,June,2019,Teucrium chamaedrys,+,11,fl,
F2P1,June,2019,Trifolium arvense,+,21,fl,
F2P2,June,2019,Acinos arvensis,+,7,v,eaten in june
F2P2,June,2019,Alyssum alyssoides,1,15,fr,
F2P2,June,2019,Arenaria serpyllifolia,1,7,fr,
F2P2,June,2019,Bromus tectorum,+,25,fr,
F2P2,June,2019,Echium vulgare,1,15,v,0
F2P2,June,2019,Medicago minima,1,15,fr,
F2P2,June,2019,Phleum phleoides,2a,50,fl,
F2P2,June,2019,Teucrium chamaedrys,2b,18,fl,
F2P2,June,2019,Verbascum lychnitis,2a,5,v,
F2P3,June,2019,Alyssum alyssoides,+,12,fr,
F2P3,June,2019,Arenaria serpyllifolia,1,10,fr,
F2P3,June,2019,Artemisia absinthium,1,55,v,
F2P3,June,2019,Bromus japonicus,1,25,fr,"sec1, orange are the once secondary added, values taken from Poa ang"
F2P3,June,2019,Bromus tectorum,+,30,fr,orange are the once secondary added
F2P3,June,2019,Carex praecox,1,15,fr,
F2P3,June,2019,Echium vulgare,1,8,v,0
F2P3,June,2019,Festuca valesiaca,1,20,fr,
F2P3,June,2019,Medicago minima,+,10,fr,
F2P3,June,2019,Melica ciliata,1,40,fl,(migh be mixed with carex in febr) - corrected
F2P3,June,2019,Phleum phleoides,2a,55,fl,
F2P3,June,2019,Teucrium chamaedrys,2a,15,fl,
F2P4,June,2019,Arenaria serpyllifolia,1,10,fl,
F2P4,June,2019,Arrhenatherum elatius,r,5,v,
F2P4,June,2019,Bromus tectorum,+,30,fr,merged wth japonicus of october
F2P4,June,2019,Carex supina,1,12,fr,
F2P4,June,2019,Echium vulgare,1,60,fl,0
F2P4,June,2019,Medicago minima,1,10,fr,
F2P4,June,2019,Teucrium chamaedrys,3,20,fl,
F2P4,June,2019,Trifolium arvense,+,25,fl,
F2P5,June,2019,Echium vulgare,+,42,fr,0
F2P5,June,2019,Medicago minima,1,10,fr,
F2P5,June,2019,Melica ciliata,1,42,fl,
F2P5,June,2019,Microthlaspi perfoliatum,r,5,post fr,
F2P5,June,2019,Teucrium chamaedrys,2a,16,fl,grew into
F2P6,June,2019,Arenaria serpyllifolia,2b,12,fr,
F2P6,June,2019,Bromus tectorum,+,30,fr,winter ones merged with past year ones
F2P6,June,2019,Echium vulgare,+,69,fl,0
F2P6,June,2019,Medicago minima,2a,10,fr,
F2P6,June,2019,Minuartia rubra,+,22,fr,
F2P6,June,2019,Teucrium chamaedrys,+,3,v,
F3P1,June,2019,Acinos arvensis,+,9,fr,
F3P1,June,2019,Alyssum alyssoides,2a,9,fr,
F3P1,June,2019,Arenaria serpyllifolia,2a,7,fr,
F3P1,June,2019,Arrhenatherum elatius,r,24,v," (quadr 6, 1 individual)"
F3P1,June,2019,Bromus japonicus,+,23,fr,
F3P1,June,2019,Centaurea stoebe,r,5,v,
F3P1,June,2019,Convolvulus arvensis,r,9,fr,
F3P1,June,2019,Dianthus pontederae,+,16,fr,
F3P1,June,2019,Echium vulgare,+,8,v,0
F3P1,June,2019,Erodium cicutarium,r,1,v,
F3P1,June,2019,Koeleria macrantha,1,10,v,
F3P1,June,2019,Medicago minima,2a,7,fr,
F3P1,June,2019,Minuartia rubra,+,14,fr,
F3P1,June,2019,Trifolium arvense,+,18,fl,
F3P1,June,2019,Verbascum lychnitis,2a,4,v,
F3P2,June,2019,Acinos arvensis,+,8,fr,
F3P2,June,2019,Allium flavum,r,20,v,
F3P2,June,2019,Alyssum alyssoides,1,10,fr,
F3P2,June,2019,Arenaria serpyllifolia,1,8,fr,
F3P2,June,2019,Arrhenatherum elatius,+,20,v,
F3P2,June,2019,Echium vulgare,+,5,v,0
F3P2,June,2019,Festuca valesiaca,+,45,fr,
F3P2,June,2019,Galium glaucum,+,10,v,
F3P2,June,2019,Lappula squarrosa,+,20,fr,"0, sec 3,7"
F3P2,June,2019,Medicago minima,1,8,fr,
F3P2,June,2019,Minuartia rubra,+,20,fr,
F3P2,June,2019,Poa badensis,r,1,v,
F3P2,June,2019,Potentilla incana,3,7,v,
F3P2,June,2019,Sedum album,1,15,fl,
F3P2,June,2019,Verbascum lychnitis,+,5,v,
F3P3,June,2019,Acinos arvensis,+,8,fr,
F3P3,June,2019,Alyssum alyssoides,2a,12,fr,
F3P3,June,2019,Arenaria serpyllifolia,+,8,fr,
F3P3,June,2019,Echium vulgare,1,12,v,0
F3P3,June,2019,Koeleria macrantha,r,6,v,
F3P3,June,2019,Medicago minima,1,7,fr,
F3P3,June,2019,Melica ciliata,+,16,v,
F3P3,June,2019,Minuartia rubra,r,7,v,
F3P3,June,2019,Sedum album,+,10,fl,
F3P3,June,2019,Trifolium arvense,+,15,fl,
F3P3,June,2019,Verbascum lychnitis,1,5,v,
F3P3,June,2019,Veronica prostrata,2a,10,fr,
F3P4,June,2019,Acinos arvensis,1,10,fr,
F3P4,June,2019,Alyssum alyssoides,2a,14,fr,
F3P4,June,2019,Arenaria serpyllifolia,1,10,fr,
F3P4,June,2019,Bromus tectorum,r,15,fr,"later considered as japonicus, why?"
F3P4,June,2019,Centaurea stoebe,+,13,v,
F3P4,June,2019,Echium vulgare,1,45,fl,0
F3P4,June,2019,Festuca valesiaca,+,18,v,
F3P4,June,2019,Galium verum ,+,18,v,
F3P4,June,2019,Lappula squarrosa,+,25,fr,0
F3P4,June,2019,Medicago minima,2a,12,fr,
F3P4,June,2019,Melica ciliata,+,30,fl,
F3P4,June,2019,Potentilla incana,+,4,v,
F3P4,June,2019,Sedum album,+,10,fl,
F3P4,June,2019,Teucrium chamaedrys,2b,12,fl,
F3P5,June,2019,Alyssum alyssoides,2b,13,fr,
F3P5,June,2019,Bromus japonicus,r,22,fr,
F3P5,June,2019,Festuca valesiaca,+,5,v,
F3P5,June,2019,Medicago minima,+,11,fr,
F3P5,June,2019,Melica ciliata,2a,37,fl,
F3P6,June,2019,Acinos arvensis,+,4,post fr,eaten in june
F3P6,June,2019,Alyssum alyssoides,2a,12,fr,
F3P6,June,2019,Arenaria serpyllifolia,1,7,fr,
F3P6,June,2019,Arrhenatherum elatius,r,19,v,error with Koeleria (from FEB)
F3P6,June,2019,Dianthus pontederae,+,12,fr,
F3P6,June,2019,Festuca valesiaca,2a,23,fr,
F3P6,June,2019,Medicago minima,+,9,fr,
F3P6,June,2019,Minuartia rubra,+,16,fr,
F3P6,June,2019,Potentilla incana,r,2,s,
F3P6,June,2019,Sedum album,1,8,fl,
F3P6,June,2019,Verbascum lychnitis,r,2,v,
F4P1,June,2019,Acinos arvensis,+,18,fr,
F4P1,June,2019,Alyssum montanum subsp. gmelinii,+,15,fr,remarks on last survey
F4P1,June,2019,Arenaria serpyllifolia,2a,11,fr,
F4P1,June,2019,Echium vulgare,2a,8,v,0
F4P1,June,2019,Koeleria macrantha,1,18,v,
F4P1,June,2019,Medicago minima,2a,9,fr,
F4P1,June,2019,Melica ciliata,+,45,fl,
F4P1,June,2019,Potentilla incana,1,5,v,
F4P1,June,2019,Sedum album,1,10,fl,
F4P1,June,2019,Seseli osseum,1,13,v,
F4P1,June,2019,Teucrium chamaedrys,2a,10,fl,
F4P2,June,2019,Acinos arvensis,+,18,fr,
F4P2,June,2019,Alyssum alyssoides,1,15,fr,
F4P2,June,2019,Arabis auriculata,+,2,v,"qua 1/2, merged"
F4P2,June,2019,Arenaria serpyllifolia,1,10,fr,
F4P2,June,2019,Centaurea stoebe,+,10,v,
F4P2,June,2019,Echium vulgare,1,12,v,0
F4P2,June,2019,Erodium cicutarium,+,10,fr,
F4P2,June,2019,Lappula squarrosa,1,40,fr,0
F4P2,June,2019,Medicago minima,1,10,fr,
F4P2,June,2019,Melica ciliata,+,30,fl,
F4P2,June,2019,Minuartia rubra,+,20,fl,
F4P2,June,2019,Teucrium chamaedrys,3,13,fl,
F4P2,June,2019,Verbascum lychnitis,+,2,v,
F4P3,June,2019,Acinos arvensis,+,5,v,
F4P3,June,2019,Alyssum alyssoides,1,12,fr,
F4P3,June,2019,Arenaria serpyllifolia,+,10,fr,
F4P3,June,2019,Convolvulus arvensis,+,10,v,
F4P3,June,2019,Dianthus pontederae,+,25,fr,
F4P3,June,2019,Echium vulgare,2a,15,v,0
F4P3,June,2019,Erodium cicutarium,r,1,s,
F4P3,June,2019,Lappula squarrosa,1,50,fr,0
F4P3,June,2019,Medicago minima,+,5,fr,
F4P3,June,2019,Phleum phleoides,1,50,fl,
F4P3,June,2019,Sedum album,+,2,v,
F4P3,June,2019,Seseli osseum,1,10,v,
F4P3,June,2019,Teucrium chamaedrys,2a,15,fl,
F4P3,June,2019,Verbascum lychnitis,1,10,v,
F4P4,June,2019,Acinos arvensis,r,12,fr,
F4P4,June,2019,Alyssum alyssoides,1,15,fr,
F4P4,June,2019,Arenaria serpyllifolia,2b,10,fr,
F4P4,June,2019,Bromus sp.,+,20,fr,
F4P4,June,2019,Dianthus pontederae,1,5,v,
F4P4,June,2019,Echium vulgare,+,12,v,0
F4P4,June,2019,Medicago minima,+,5,fr,
F4P4,June,2019,Sedum album,r,3,v,
F4P4,June,2019,Seseli osseum,r,7,s,
F4P4,June,2019,Teucrium chamaedrys,1,8,fl,
F4P4,June,2019,Trifolium arvense,+,20,fl,
F4P4,June,2019,Verbascum lychnitis,r,1,s,
F4P5,June,2019,Alyssum alyssoides,1,14,fr,
F4P5,June,2019,Arenaria serpyllifolia,2a,12,fr,
F4P5,June,2019,Echium vulgare,2b,24,fl,0
F4P5,June,2019,Lappula squarrosa,1,50,fr,0
F4P5,June,2019,Medicago minima,2a,12,fr,
F4P5,June,2019,Minuartia rubra,+,15,fr,
F4P5,June,2019,Potentilla incana,+,5,v,
F4P5,June,2019,Teucrium chamaedrys,3,18,fl,
F4P5,June,2019,Veronica praecox,r,5,post fr,
F4P6,June,2019,Acinos arvensis,+,7,s,
F4P6,June,2019,Alyssum alyssoides,2a,13,fr,
F4P6,June,2019,Arenaria serpyllifolia,2a,10,fr,
F4P6,June,2019,Echium vulgare,1,10,v,0
F4P6,June,2019,Medicago minima,1,8,fr,
F4P6,June,2019,Minuartia rubra,+,18,fr,
F4P6,June,2019,Phleum phleoides,2a,40,fl,
F4P6,June,2019,Sedum album,1,16,fl,
F4P6,June,2019,Teucrium chamaedrys,2a,15,fl,
F5P1,June,2019,Acinos arvensis,1,18,fr,
F5P1,June,2019,Alyssum alyssoides,+,11,fr,remarks on last survey
F5P1,June,2019,Arenaria serpyllifolia,1,9,fr,
F5P1,June,2019,Dianthus pontederae,+,8,v,
F5P1,June,2019,Echium vulgare,1,12,v,0
F5P1,June,2019,Medicago minima,1,7,fr,
F5P1,June,2019,Minuartia rubra,1,11,fr,
F5P1,June,2019,Phleum phleoides,2a,14,fr,
F5P1,June,2019,Potentilla incana,+,4,v,
F5P1,June,2019,Sedum album,2b,13,fl,
F5P1,June,2019,Seseli osseum,2a,40,fl,
F5P1,June,2019,Verbascum lychnitis,1,8,v,
F5P1,June,2019,Veronica praecox,r,4,post fr,
F5P2,June,2019,Acinos arvensis,+,15,fr,
F5P2,June,2019,Arrhenatherum elatius,+,10,v,
F5P2,June,2019,Camelina microcarpa,+,50,fr,
F5P2,June,2019,Echium vulgare,2a,70,fl,0
F5P2,June,2019,Lappula squarrosa,1,60,fr,0
F5P2,June,2019,Medicago minima,+,10,fr,
F5P2,June,2019,Melica ciliata,+,50,fl,
F5P2,June,2019,Sedum album,+,15,fl,
F5P2,June,2019,Teucrium chamaedrys,+,20,fl,
F5P3,June,2019,Acinos arvensis,+,15,fr,
F5P3,June,2019,Alyssum alyssoides,+,14,fr,
F5P3,June,2019,Arenaria serpyllifolia,+,8,fr,
F5P3,June,2019,Dianthus pontederae,+,14,fr,
F5P3,June,2019,Festuca csikhegyensis,+,10,v,
F5P3,June,2019,Koeleria macrantha,+,20,fr,
F5P3,June,2019,Medicago minima,+,10,fr,
F5P3,June,2019,Minuartia rubra,+,20,fl,
F5P3,June,2019,Phleum phleoides,+,7,v,maybe includes also Melica
F5P3,June,2019,Potentilla incana,2b,5,v,
F5P3,June,2019,Sedum album,1,12,fl,
F5P3,June,2019,Seseli osseum,1,12,v,
F5P3,June,2019,Teucrium chamaedrys,2b,15,fl,
F5P3,June,2019,Verbascum lychnitis,+,1,v,
F5P4,June,2019,Acinos arvensis,+,12,fr,
F5P4,June,2019,Alyssum alyssoides,1,8,fr,
F5P4,June,2019,Arenaria serpyllifolia,+,5,fr,
F5P4,June,2019,Camelina microcarpa,+,72,fr,
F5P4,June,2019,Festuca valesiaca,+,6,v,
F5P4,June,2019,Medicago minima,1,8,fr,
F5P4,June,2019,Potentilla incana,2a,4,fl,
F5P4,June,2019,Sedum album,2a,15,fl,
F5P4,June,2019,Seseli osseum,1,45,fl,
F5P4,June,2019,Teucrium chamaedrys,+,7,fl,
F5P4,June,2019,Veronica praecox,r,4,post fr,
F5P5,June,2019,Acinos arvensis,+,8,v,
F5P5,June,2019,Alyssum alyssoides,+,12,fr,
F5P5,June,2019,Arenaria serpyllifolia,1,8,fr,
F5P5,June,2019,Camelina microcarpa,+,55,fr,
F5P5,June,2019,Echium vulgare,2b,80,fl,0
F5P5,June,2019,Erysimum odoratum,+,52,fr,
F5P5,June,2019,Medicago minima,1,12,fr,
F5P5,June,2019,Minuartia rubra,+,18,fr,
F5P5,June,2019,Potentilla incana,1,5,v,
F5P5,June,2019,Sedum album,+,4,v,
F5P5,June,2019,Seseli osseum,r,45,fl,
F5P5,June,2019,Verbascum lychnitis,3,105,fl,
F5P6,June,2019,Acinos arvensis,2a,16,fr,
F5P6,June,2019,Alyssum alyssoides,2a,12,fr,
F5P6,June,2019,Arenaria serpyllifolia,2a,8,fr,
F5P6,June,2019,Camelina microcarpa,+,65,fr,q5
F5P6,June,2019,Medicago minima,1,7,fr,
F5P6,June,2019,Melica ciliata,+,27,fl,
F5P6,June,2019,Minuartia rubra,1,19,fr,
F5P6,June,2019,Potentilla incana,+,4,v,
F5P6,June,2019,Sedum album,2a,10,fl,
F5P6,June,2019,Tragopogon dubius,+,28,fr,remarks on last survey
F5P6,June,2019,Verbascum lychnitis,2b,10,v,
F6P1,June,2019,Acinos arvensis,+,7,fr,
F6P1,June,2019,Arenaria serpyllifolia,2m,7,fr,
F6P1,June,2019,Bromus japonicus,+,11,fr,
F6P1,June,2019,Echium vulgare,2a,8,v,
F6P1,June,2019,Erodium cicutarium,r,12,fr,
F6P1,June,2019,Iris pumila,2a,13,v,
F6P1,June,2019,Lepidium campestre,+,10,fr,
F6P1,June,2019,Medicago minima,+,10,fr,
F6P1,June,2019,Sedum album,3,12,fl,
F6P1,June,2019,Teucrium chamaedrys,2a,10,fl,
F6P1,June,2019,Trifolium arvense,2a,20,fl,
F6P2,June,2019,Acinos arvensis,+,8,fr,
F6P2,June,2019,Alyssum montanum subsp. gmelinii,r,6,fr,montanum on last survey
F6P2,June,2019,Arenaria serpyllifolia,2b,8,fr,
F6P2,June,2019,Centaurea stoebe,r,10,v,
F6P2,June,2019,Echium vulgare,1,10,v,0
F6P2,June,2019,Lappula squarrosa,r,20,fr,0
F6P2,June,2019,Lepidium campestre,+,6,fr,
F6P2,June,2019,Medicago minima,2a,10,fr,
F6P2,June,2019,Sedum album,1,10,fl,
F6P2,June,2019,Trifolium arvense,+,17,fl,
F6P3,June,2019,Acinos arvensis,r,4,v,
F6P3,June,2019,Alyssum alyssoides,+,5,fr,
F6P3,June,2019,Arenaria serpyllifolia,1,18,fr,
F6P3,June,2019,Echium vulgare,2a,15,v,0
F6P3,June,2019,Festuca valesiaca,+,2,v,
F6P3,June,2019,Lepidium campestre,1,25,fr,
F6P3,June,2019,Medicago lupulina,r,5,fr,
F6P3,June,2019,Medicago minima,1,10,fr,
F6P3,June,2019,Sedum album,2a,17,fl,
F6P3,June,2019,Teucrium chamaedrys,2a,10,fl,
F6P3,June,2019,Trifolium arvense,1,20,fl,
F6P4,June,2019,Achillea collina,r,12,v,
F6P4,June,2019,Alyssum montanum subsp. gmelinii,+,7,fr,
F6P4,June,2019,Arenaria serpyllifolia,+,10,fr,
F6P4,June,2019,Convolvulus arvensis,+,10,v,
F6P4,June,2019,Echium vulgare,3,50,fl,0
F6P4,June,2019,Euphorbia cyparissias,+,6,v,
F6P4,June,2019,Galium glaucum,+,6,v,
F6P4,June,2019,Lepidium campestre,1,15,fr,
F6P4,June,2019,Medicago minima,+,10,fr,
F6P4,June,2019,Sedum album,1,15,fl,
F6P4,June,2019,Teucrium chamaedrys,2a,12,fl,
F6P4,June,2019,Trifolium arvense,1,20,fl,
F6P5,June,2019,Achillea collina,+,35,fl,
F6P5,June,2019,Arenaria serpyllifolia,2a,8,fr,
F6P5,June,2019,Arrhenatherum elatius,+,12,v,
F6P5,June,2019,Centaurea stoebe,r,8,v,
F6P5,June,2019,Echium vulgare,2a,11,v,0
F6P5,June,2019,Festuca valesiaca,1,8,v,
F6P5,June,2019,Inula oculus-christi,+,7,v,
F6P5,June,2019,Lepidium campestre,1,8,fr,
F6P5,June,2019,Medicago minima,2a,10,fr,
F6P5,June,2019,Sedum album,2a,15,fl,
F6P5,June,2019,Teucrium chamaedrys,2a,10,fl,
F6P5,June,2019,Trifolium arvense,+,18,fl,
F6P5,June,2019,Trifolium campestre,+,6,fr,
F6P6,June,2019,Acinos arvensis,+,7,fr,
F6P6,June,2019,Arenaria serpyllifolia,1,8,fr,
F6P6,June,2019,Echium vulgare,2a,10,v,0
F6P6,June,2019,Inula oculus-christi,2b,28,fl,
F6P6,June,2019,Lepidium campestre,+,11,fr,
F6P6,June,2019,Medicago minima,+,6,fr,
F6P6,June,2019,Sedum album,1,11,fl,
F6P6,June,2019,Teucrium chamaedrys,2b,10,fl,
F6P6,June,2019,Trifolium arvense,2a,16,fl,
F6P6,June,2019,Veronica arvensis,r,7,post fr,
F7P1,June,2019,Acinos arvensis,+,15,fr,
F7P1,June,2019,Arenaria serpyllifolia,+,10,fr,
F7P1,June,2019,Arrhenatherum elatius,+,12,fr,
F7P1,June,2019,Echium vulgare,2b,58,fl,
F7P1,June,2019,Medicago minima,+,8,fr,
F7P1,June,2019,Melica ciliata,r,14,v,
F7P1,June,2019,Potentilla incana,r,1,s,
F7P1,June,2019,Sedum album,r,2,v,
F7P1,June,2019,Teucrium chamaedrys,3,11,fl,
F7P2,June,2019,Acinos arvensis,r,10,fr,
F7P2,June,2019,Arenaria serpyllifolia,+,5,fr,
F7P2,June,2019,Arrhenatherum elatius,r,10,v,
F7P2,June,2019,Dianthus pontederae,+,4,fr,
F7P2,June,2019,Echium vulgare,1,25,fl,
F7P2,June,2019,Erodium cicutarium,r,5,fr,
F7P2,June,2019,Lepidium campestre,1,8,fr,
F7P2,June,2019,Medicago minima,+,8,fr,
F7P2,June,2019,Melica ciliata,+,8,v,
F7P2,June,2019,Sedum album,1,10,fl,
F7P2,June,2019,Teucrium chamaedrys,2b,13,fl,
F7P3,June,2019,Alyssum alyssoides,r,7,fr,
F7P3,June,2019,Arenaria serpyllifolia,2a,10,fr,
F7P3,June,2019,Arrhenatherum elatius,+,14,v,
F7P3,June,2019,Echium vulgare,2b,30,fl,0
F7P3,June,2019,Festuca valesiaca,+,15,v,
F7P3,June,2019,Galium glaucum,r,3,v,
F7P3,June,2019,Hesperis tristis ,+,15,v,
F7P3,June,2019,Lepidium campestre,1,12,fr,
F7P3,June,2019,Medicago minima,1,12,fr,
F7P3,June,2019,Melica ciliata,+,30,fl,
F7P3,June,2019,Potentilla incana,2a,5,v,
F7P3,June,2019,Teucrium chamaedrys,2a,10,fl,
F7P4,June,2019,Arenaria serpyllifolia,1,10,fr,
F7P4,June,2019,Arrhenatherum elatius,+,20,v,
F7P4,June,2019,Bromus japonicus,+,25,fr,
F7P4,June,2019,Echium vulgare,2a,25,fl,0
F7P4,June,2019,Festuca valesiaca,+,20,v,
F7P4,June,2019,Lepidium campestre,+,12,fr,
F7P4,June,2019,Medicago minima,1,12,fr,
F7P4,June,2019,Sedum album,r,1,v,
F7P4,June,2019,Teucrium chamaedrys,2b,12,fl,
F7P4,June,2019,Trifolium arvense,1,25,fl,
